_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1279217,4156074,2017,2018,1975,PRIVATE,25,Scarborough-Rouge Park,111 GENERATION BLVD,3,12,2019-03-20,78,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,,5,,,4,4,5,4,4,4,4,3,3,4,E2530,43.80386196,-79.16415995,331811.235,4851362.031
1279218,4156075,2017,2018,1975,PRIVATE,25,Scarborough-Rouge Park,115 GENERATION BLVD,3,12,2019-03-20,78,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,,5,,,4,4,5,4,4,4,3,4,3,4,E2530,43.80359844,-79.16429671,331796.018,4851346.352
1279219,4156417,2017,2018,1975,PRIVATE,25,Scarborough-Rouge Park,41 GENERATION BLVD,3,12,2019-03-20,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,4,5,,,4,4,5,4,4,4,4,4,3,4,E2530,43.8042494,-79.16763525,331492.953,4851411.033
1279220,4152843,2017,2018,1994,SOCIAL HOUSING,24,Scarborough-Guildwood,228 GALLOWAY RD,5,60,2019-03-20,81,Evaluation needs to be conducted in 2 years,19,4,3,5,4,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,,E2428,43.7679325,-79.19711828,329169.246,4847374.811
1279221,4152817,2017,2018,1963,PRIVATE,24,Scarborough-Guildwood,70 STEVENVALE DR,6,100,2019-03-20,76,Evaluation needs to be conducted in 2 years,18,4,4,4,4,2,4,4,4,4,,4,3,5,3,4,4,3,4,4,,E2430,43.75894139,-79.22136768,327220.556,4846368.19
1279222,4153685,2017,2018,1917,PRIVATE,19,Beaches-East York,97 LEE AVE,3,10,2019-03-20,70,Evaluation needs to be conducted in 2 years,16,3,4,3,3,4,4,,3,,4,3,4,,4,3,3,4,4,3,,S1939,43.6711166,-79.29799553,321074.04,4836593.47
1279223,4155205,2017,2018,1959,PRIVATE,4,Parkdale-High Park,4029 OLD DUNDAS ST,8,29,2019-03-20,59,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,,3,3,3,3,3,5,3,2,2,3,2,2,,S0421,43.66397087,-79.50213537,304612.07,4835780.002
1279224,4156028,2017,2018,1961,PRIVATE,25,Scarborough-Rouge Park,207 MORNINGSIDE AVE,5,107,2019-03-20,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,4,4,4,,4,4,5,4,4,4,4,4,4,,E2537,43.76612914,-79.18486628,330136.912,4847166.93
1279225,4153409,2017,2018,1970,PRIVATE,10,Spadina-Fort York,164 GRANGE AVE,3,24,2019-03-19,53,Evaluation needs to be conducted in 1 year,15,2,2,2,3,2,3,,2,,,3,3,4,2,3,3,3,3,,,S1023,43.65137835,-79.40116552,312757.065,4834385.593
1279226,4156225,2017,2018,1950,PRIVATE,2,Etobicoke Centre,4754 DUNDAS ST W,4,14,2019-03-19,71,Evaluation needs to be conducted in 2 years,15,3,4,4,4,3,3,,3,,,4,3,4,4,4,3,,4,3,,W0229,43.65220358,-79.52598378,302683.101,4834465.154
1279227,4153186,2017,2018,1958,PRIVATE,11,University-Rosedale,50 WALMER RD,4,35,2019-03-19,73,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,3,,3,4,4,4,4,5,2,3,3,,3,4,,S1126,43.6693641,-79.40714188,312272.444,4836384.134
1279228,4156756,2017,2018,1989,TCHC,5,York South-Weston,2468 EGLINTON AVE W,21,210,2019-03-19,63,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,3,3,4,,3,3,3,3,3,3,3,3,4,,W0533,43.69202835,-79.46814074,307352.43,4838898.385
1279229,4153224,2017,2018,1956,PRIVATE,11,University-Rosedale,169 ST GEORGE ST,9,52,2019-03-19,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,3,,4,4,3,4,4,5,4,4,3,4,4,3,,S1127,43.6708811,-79.40078387,312784.974,4836553.242
1279230,4153403,2017,2018,1966,PRIVATE,10,Spadina-Fort York,50 STEPHANIE ST,24,284,2019-03-19,79,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,3,4,4,4,,4,4,4,3,3,4,4,4,4,,S1024,43.65145787,-79.39239786,313464.06,4834396.283
1279231,4154259,2017,2018,1984,TCHC,7,Humber River-Black Creek,3101 WESTON RD,18,176,2019-03-19,57,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,2,3,,3,3,3,3,1,3,3,3,3,,W0733,43.73331224,-79.53722584,301785.494,4843485.091
1279232,4153922,2018,2018,1929,PRIVATE,12,Toronto-St. Paul's,57 LAWTON BLVD,4,12,2019-03-18,74,Evaluation needs to be conducted in 2 years,14,3,4,4,3,3,3,,5,,,3,4,5,4,3,4,,4,,,S1232,43.6919566,-79.39570523,313191.661,4838895.195
1279233,4153907,2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,321 LONSDALE RD,5,12,2019-03-18,68,Evaluation needs to be conducted in 2 years,15,3,3,5,3,4,3,,4,,,3,3,5,3,3,3,,3,3,,S1231,43.68861827,-79.41176619,311897.61,4838521.893
1279234,4153898,2017,2018,1962,PRIVATE,12,Toronto-St. Paul's,464 SPADINA RD,4,25,2019-03-18,61,Evaluation needs to be conducted in 1 year,15,3,3,4,3,2,2,,4,,,3,3,3,2,4,3,,4,3,,S1230,43.6896668,-79.41349392,311758.202,4838638.233
1279235,4153899,2017,2018,1935,PRIVATE,12,Toronto-St. Paul's,448 SPADINA RD,4,32,2019-03-18,68,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,3,,4,,4,3,3,3,3,4,3,,4,3,,S1230,43.68930153,-79.41332354,311771.976,4838597.667
1279236,4153747,2017,2018,1954,PRIVATE,12,Toronto-St. Paul's,49 GLEN ELM AVE,4,71,2019-03-18,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,5,4,,3,4,4,4,4,5,4,3,4,3,4,3,,S1233,43.69140098,-79.3925441,313446.829,4838832.843
1279237,4153748,2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,42 GLEN ELM AVE,3,39,2019-03-18,96,Evaluation needs to be conducted in 3 years,18,5,5,5,5,4,4,5,5,5,,5,4,5,5,5,5,5,5,4,,S1233,43.69196736,-79.39283274,313423.481,4838895.74
1279238,4153749,2017,2018,1934,PRIVATE,12,Toronto-St. Paul's,2 GLEN ELM AVE,6,49,2019-03-18,86,Evaluation needs to be conducted in 3 years,17,4,4,5,5,4,4,4,4,5,,5,3,5,4,5,4,,4,4,,S1233,43.69150699,-79.39477938,313266.618,4838844.38
1279239,4156167,2017,2018,1960,PRIVATE,3,Etobicoke-Lakeshore,92 JAMES ST,3,34,2019-03-18,76,Evaluation needs to be conducted in 2 years,15,4,3,4,4,4,3,,4,,,3,4,5,4,3,3,,4,5,,W0334,43.58998056,-79.54238739,301361.733,4827560.91
1279240,4153900,2017,2018,1957,PRIVATE,12,Toronto-St. Paul's,340 LONSDALE RD,6,36,2019-03-18,67,Evaluation needs to be conducted in 2 years,18,3,3,5,3,3,2,,4,5,4,3,3,3,3,3,3,3,4,3,,S1230,43.68872951,-79.41361448,311748.58,4838534.089
1279241,4154520,2017,2018,1965,PRIVATE,8,Eglinton-Lawrence,1 MARQUETTE AVE,4,24,2019-03-18,64,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,4,,3,3,,3,3,4,3,3,3,3,3,3,,N0823,43.73377135,-79.4336534,310128.895,4843537.493
1279242,4153885,2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,567 AVENUE RD,11,63,2019-03-15,83,Evaluation needs to be conducted in 2 years,18,5,5,5,3,4,4,,4,5,4,3,4,5,4,4,4,4,4,4,,S1232,43.68840293,-79.40160629,312716.449,4838499.822
1279243,4153911,2017,2018,1956,PRIVATE,12,Toronto-St. Paul's,587 AVENUE RD,3,22,2019-03-15,85,Evaluation needs to be conducted in 2 years,15,5,5,5,4,4,4,,4,,,5,4,5,4,3,4,,4,4,,S1232,43.6894549,-79.40203323,312682.159,4838615.7
1279244,4153169,2017,2018,1920,PRIVATE,11,University-Rosedale,723 BLOOR ST W,4,16,2019-03-15,76,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,3,,4,,,4,4,5,3,4,3,,3,3,,S1133,43.66336242,-79.41826823,311376.156,4835715.537
1279245,4155542,2017,2018,1957,PRIVATE,3,Etobicoke-Lakeshore,44 ARCADIAN CRCL,3,13,2019-03-15,79,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,,4,,3,4,4,5,4,4,4,,4,4,,W0334,43.593328,-79.52670341,302628.294,4827932.264
1279246,4245705,2017,2018,1967,PRIVATE,3,Etobicoke-Lakeshore,359 KIPLING AVE,3,12,2019-03-15,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,,3,,4,4,4,4,4,4,4,,4,3,,W0335,43.60099385,-79.5179299,303336.876,4828783.712
1279247,4154360,2017,2018,1984,PRIVATE,5,York South-Weston,2620 KEELE ST,3,11,2019-03-15,74,Evaluation needs to be conducted in 2 years,14,4,3,4,4,,4,,3,,,4,3,5,4,4,3,,4,3,,W0522,43.71961451,-79.48091963,306321.905,4841961.835
1279248,4155551,2017,2018,1963,PRIVATE,3,Etobicoke-Lakeshore,240 LAKE PROMENADE,7,118,2019-03-15,74,Evaluation needs to be conducted in 2 years,19,4,3,4,3,3,4,3,4,4,3,3,4,5,4,4,4,3,4,4,,W0334,43.58926509,-79.53139518,302249.051,4827481.981
1279249,4154305,2017,2018,1954,PRIVATE,5,York South-Weston,2419 KEELE ST,3,12,2019-03-15,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,5,,3,,,4,3,5,4,4,4,,4,4,,W0523,43.71024439,-79.47804416,306553.864,4840920.932
1279250,4154308,2017,2018,1950,PRIVATE,5,York South-Weston,2425 KEELE ST,3,12,2019-03-15,77,Evaluation needs to be conducted in 2 years,14,4,4,4,3,,4,,4,,,3,3,5,4,4,4,,4,4,,W0523,43.71108041,-79.47819066,306542.034,4841013.806
1279251,4153464,,2018,1932,PRIVATE,11,University-Rosedale,469 PALMERSTON BLVD,3,10,2019-03-15,68,Evaluation needs to be conducted in 2 years,15,3,3,5,3,,4,,3,,,4,3,5,3,3,3,3,3,3,,S1133,43.66162513,-79.41214124,311870.487,4835523.005
1279252,4153172,2018,2018,1911,PRIVATE,11,University-Rosedale,532 PALMERSTON BLVD,4,21,2019-03-15,66,Evaluation needs to be conducted in 2 years,16,3,3,5,4,2,3,,4,,,3,3,5,2,3,3,3,3,4,,S1133,43.66378931,-79.4136044,311752.224,4835763.318
1279253,4154564,2017,2018,1953,PRIVATE,8,Eglinton-Lawrence,30 COVINGTON RD,4,26,2019-03-15,76,Evaluation needs to be conducted in 2 years,15,3,4,4,3,4,4,,4,,,3,4,5,4,4,3,,4,4,,N0823,43.72060821,-79.43290764,310190.421,4842074.229
1279254,4155728,2018,2018,1970,PRIVATE,11,University-Rosedale,318 CLINTON ST,3,12,2019-03-15,64,Evaluation needs to be conducted in 1 year,16,3,3,5,3,3,3,,4,,,3,3,5,2,3,3,3,2,3,,S1133,43.66251123,-79.41700276,311478.057,4835622.035
1279255,4155528,2019,2018,1957,PRIVATE,3,Etobicoke-Lakeshore,20 FOURTEENTH ST,3,12,2019-03-15,81,Evaluation needs to be conducted in 2 years,14,4,5,4,4,,4,,4,,,4,4,5,4,4,3,,4,4,,W0335,43.6000004,-79.51356183,303689.494,4828673.281
1279256,4154010,2017,2018,1974,PRIVATE,8,Eglinton-Lawrence,500 DUPLEX AVE,33,319,2019-03-15,87,Evaluation needs to be conducted in 3 years,20,5,4,5,4,5,4,4,4,5,4,5,5,5,3,4,5,4,4,4,4,N0833,43.70976751,-79.40147493,312724.472,4840872.481
1279257,4155221,2017,2018,1970,PRIVATE,3,Etobicoke-Lakeshore,620 EVANS AVE,3,25,2019-03-15,67,Evaluation needs to be conducted in 2 years,17,3,3,3,3,3,3,,4,,3,3,3,5,4,3,3,3,4,4,,W0330,43.61080228,-79.55039892,300715.866,4829875.377
1279258,4155527,2017,2018,1957,PRIVATE,3,Etobicoke-Lakeshore,66 FIFTEENTH ST,3,23,2019-03-15,75,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,3,,4,,,3,4,4,4,4,4,,3,4,,W0335,43.60169137,-79.51548417,303534.33,4828861.169
1279259,4155526,2017,2018,1957,PRIVATE,3,Etobicoke-Lakeshore,68 FIFTEENTH ST,3,23,2019-03-15,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,3,,4,,,3,4,4,4,4,4,,3,4,5,W0335,43.60187251,-79.51556642,303527.693,4828881.294
1279260,4153341,2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,341 ST CLAIR AVE W,3,10,2019-03-15,68,Evaluation needs to be conducted in 2 years,16,3,3,5,3,2,3,,3,,,3,3,5,3,4,4,3,4,3,,S1236,43.68431336,-79.41144939,311923.636,4838043.641
1279261,4155560,2017,2018,1968,PRIVATE,3,Etobicoke-Lakeshore,6 TWENTY FOURTH ST,7,81,2019-03-15,89,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,5,,5,5,4,4,5,5,4,5,4,4,4,4,,W0334,43.59752291,-79.52326171,302906.316,4828398.191
1279262,4154340,2017,2018,1994,SOCIAL HOUSING,5,York South-Weston,1630 LAWRENCE AVE W,8,100,2019-03-15,75,Evaluation needs to be conducted in 2 years,17,4,3,4,3,4,4,4,3,4,,4,4,5,4,3,4,,4,3,,W0526,43.70616698,-79.49142501,305475.573,4840467.787
1279263,4155461,2017,2018,1960,PRIVATE,1,Etobicoke North,1865 MARTIN GROVE RD,12,92,2019-03-15,76,Evaluation needs to be conducted in 2 years,18,4,4,4,4,5,4,4,3,3,,3,3,5,4,4,4,4,4,2,,W0123,43.74254453,-79.5934989,297253.737,4844513.426
1279264,4154499,2017,2018,1964,PRIVATE,8,Eglinton-Lawrence,3690 BATHURST ST,7,47,2019-03-14,76,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,4,3,3,3,4,5,4,4,4,4,4,3,,N0823,43.73430607,-79.43372029,310123.458,4843596.89
1279265,4154482,2018,2018,1950,PRIVATE,8,Eglinton-Lawrence,125 SHELBORNE AVE,4,25,2019-03-14,74,Evaluation needs to be conducted in 2 years,18,3,4,3,3,3,4,,4,3,4,4,4,5,3,4,4,4,4,4,,N0827,43.71557533,-79.42945624,310468.984,4841515.332
1279266,4154552,2017,2018,1958,PRIVATE,8,Eglinton-Lawrence,3388 BATHURST ST,4,34,2019-03-14,72,Evaluation needs to be conducted in 2 years,19,4,4,3,3,3,4,3,4,4,3,3,3,5,4,4,3,4,4,3,,N0823,43.7262802,-79.43187931,310272.772,4842704.437
1279267,4154521,2018,2018,1958,PRIVATE,8,Eglinton-Lawrence,3638 BATHURST ST,7,48,2019-03-14,74,Evaluation needs to be conducted in 2 years,19,4,4,3,4,4,4,3,4,4,3,4,3,5,3,4,4,3,4,3,,N0823,43.73338951,-79.43359004,310168.085,4843485.155
1279268,4153585,2017,2018,1980,TCHC,13,Toronto Centre,55 BLEECKER ST,14,260,2019-03-14,80,Evaluation needs to be conducted in 2 years,19,5,4,5,3,5,3,4,4,5,,4,5,4,4,3,4,3,4,3,4,S1323,43.66442184,-79.37226324,315086.046,4835838.834
1279269,4154323,2017,2018,1965,PRIVATE,5,York South-Weston,101 BROOKHAVEN DR,3,19,2019-03-14,82,Evaluation needs to be conducted in 2 years,17,4,4,4,5,4,5,,2,,4,5,4,5,5,4,4,3,5,3,,W0528,43.70340488,-79.49483763,305200.553,4840160.923
1279270,4288751,,2018,1918,PRIVATE,12,Toronto-St. Paul's,1383 BATHURST ST,3,30,2019-03-14,80,Evaluation needs to be conducted in 2 years,14,4,4,4,4,3,4,,5,,,4,5,5,3,3,4,,4,,,S1236,43.68070359,-79.41698962,311477.346,4837642.107
1279271,4153343,2017,2018,1916,SOCIAL HOUSING,12,Toronto-St. Paul's,1435 BATHURST ST,3,15,2019-03-14,73,Evaluation needs to be conducted in 2 years,15,3,4,5,4,3,3,,5,,4,3,4,3,3,3,4,,4,,,S1236,43.68238861,-79.41766482,311422.714,4837829.264
1279272,4156565,2017,2018,1968,PRIVATE,5,York South-Weston,15 HARDING AVE,19,335,2019-03-14,76,Evaluation needs to be conducted in 2 years,20,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,5,5,3,4,W0528,,,304655.788,4839682.129
1279273,4153615,2017,2018,1978,TCHC,14,Toronto-Danforth,80 DANFORTH AVE,5,131,2019-03-14,85,Evaluation needs to be conducted in 2 years,19,5,4,5,4,5,4,5,4,5,,4,5,4,4,3,5,4,4,3,4,S1424,43.67633044,-79.35975595,316092.805,4837162.489
1279274,4156736,2017,2018,1951,PRIVATE,3,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,2019-03-14,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,4,,4,4,,4,4,4,,4,4,,W0335,43.60115106,-79.50643981,304264.189,4828802.019
1279275,4254270,2017,2018,1960,PRIVATE,3,Etobicoke-Lakeshore,139 EIGHTH ST,3,47,2019-03-14,81,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,4,4,5,4,4,4,,4,4,,W0335,43.60149432,-79.50658096,304252.796,4828840.154
1279276,4254274,2017,2018,1960,PRIVATE,3,Etobicoke-Lakeshore,143 EIGHTH ST,4,47,2019-03-14,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,,4,4,5,4,4,4,4,4,4,,W0335,43.6018425,-79.50673298,304240.524,4828878.837
1279277,4254276,2017,2018,1960,PRIVATE,3,Etobicoke-Lakeshore,147 EIGHTH ST,4,52,2019-03-14,81,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,4,4,5,4,4,4,,4,4,,W0335,43.60224832,-79.50689494,304227.452,4828923.922
1279278,4154295,2017,2018,1961,PRIVATE,5,York South-Weston,34 GULLIVER RD,6,47,2019-03-14,81,Evaluation needs to be conducted in 2 years,17,5,4,5,3,4,4,,3,4,,4,4,5,4,5,4,4,4,3,,W0529,43.69919657,-79.47805559,306553.253,4839693.559
1279279,4153917,2017,2018,1918,PRIVATE,12,Toronto-St. Paul's,58 ORIOLE GDNS,4,13,2019-03-14,65,Evaluation needs to be conducted in 1 year,15,3,3,2,3,4,3,,3,,4,3,3,5,3,3,3,,4,,,S1232,43.69062894,-79.40016618,312832.248,4838747.262
1279280,4153918,2017,2018,1918,PRIVATE,12,Toronto-St. Paul's,62 ORIOLE GDNS,3,13,2019-03-14,67,Evaluation needs to be conducted in 2 years,14,3,3,3,3,4,3,,3,,,3,3,5,4,3,3,,4,,,S1232,43.6905705,-79.40046071,312808.514,4838740.742
1279281,4153935,2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,120 ORIOLE PKWY,5,34,2019-03-14,75,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,,3,3,3,4,4,5,4,3,4,,4,3,,S1226,43.69618915,-79.40300492,312602.926,4839363.78
1279282,4153934,2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,130 ORIOLE PKWY,4,39,2019-03-14,72,Evaluation needs to be conducted in 2 years,17,3,4,5,4,3,3,,3,,3,4,4,5,4,3,3,3,4,3,,S1226,43.69646373,-79.40323807,312584.097,4839394.264
1279283,4168808,2017,2018,1955,PRIVATE,4,Parkdale-High Park,23 JANE ST,3,18,2019-03-14,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,3,3,3,,3,2,,S0426,43.65007995,-79.48433563,306048.009,4834236.904
1279284,4152919,2017,2018,1910,PRIVATE,4,Parkdale-High Park,29 JANE ST,3,18,2019-03-14,80,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,,3,,,5,4,5,4,4,4,,3,4,,S0426,43.65022205,-79.48439179,306043.476,4834252.689
1279285,4156737,2017,2018,1951,PRIVATE,3,Etobicoke-Lakeshore,148 ISLINGTON AVE,4,38,2019-03-14,81,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,4,4,5,4,4,4,,4,4,,W0335,43.60146846,-79.50584879,304311.906,4828837.276
1279286,4156738,2017,2018,1951,PRIVATE,3,Etobicoke-Lakeshore,170 ISLINGTON AVE,4,47,2019-03-14,81,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,4,4,5,4,4,4,,4,4,,W0335,43.60235848,-79.50618703,304284.602,4828936.156
1279287,4155514,2017,2018,1960,PRIVATE,3,Etobicoke-Lakeshore,8 LAKE SHORE DR,3,11,2019-03-14,62,Evaluation needs to be conducted in 1 year,13,3,3,,3,,3,,3,,,3,3,3,3,3,4,,3,3,,W0335,43.60150755,-79.49800545,304945.349,4828840.676
1279288,4153914,2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,1 MALLORY GDNS,4,35,2019-03-14,67,Evaluation needs to be conducted in 2 years,15,4,4,2,3,3,3,,3,,,3,3,5,4,3,3,,4,3,,S1232,43.69100354,-79.39598869,313168.941,4838789.278
1279289,4153912,2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,8 MALLORY GDNS,4,36,2019-03-14,69,Evaluation needs to be conducted in 2 years,15,4,4,4,3,3,3,,3,,,3,3,5,4,3,3,,4,3,,S1232,43.6905194,-79.39666313,313114.642,4838735.424
1279290,4153889,2017,2018,1970,PRIVATE,12,Toronto-St. Paul's,250 ST CLAIR AVE W,4,45,2019-03-14,77,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,2,4,4,4,4,4,4,5,4,4,3,4,3,3,,S1231,43.68572161,-79.4075168,312240.538,4838200.444
1279291,4152975,2018,2018,1965,PRIVATE,4,Parkdale-High Park,24 TYNDALL AVE,7,73,2019-03-14,60,Evaluation needs to be conducted in 1 year,17,4,3,2,3,3,4,,3,2,,2,5,4,3,2,3,3,3,2,,S0437,43.63512859,-79.42848228,310555.059,4832578.112
1279292,4152953,2017,2018,1963,PRIVATE,4,Parkdale-High Park,135 TYNDALL AVE,11,216,2019-03-14,89,Evaluation needs to be conducted in 3 years,19,5,4,5,4,5,4,4,5,5,4,4,4,5,4,5,5,5,4,4,,S0437,43.6377207,-79.42833303,310566.868,4832866.086
1279293,4153903,2017,2018,1923,PRIVATE,12,Toronto-St. Paul's,316 LONSDALE RD,4,10,2019-03-14,63,Evaluation needs to be conducted in 1 year,15,4,3,5,3,3,2,,3,,,3,3,5,2,3,2,,3,3,,S1231,43.68906298,-79.41181835,311893.356,4838571.296
1279294,4153904,2017,2018,1923,PRIVATE,12,Toronto-St. Paul's,320 LONSDALE RD,4,32,2019-03-14,68,Evaluation needs to be conducted in 2 years,16,4,3,5,3,3,3,,3,,,3,3,5,3,4,4,,3,3,2,S1231,43.68906099,-79.41209297,311871.215,4838571.051
1279295,4320792,,2018,1975,PRIVATE,12,Toronto-St. Paul's,21 VAUGHAN RD,23,173,2019-03-14,82,Evaluation needs to be conducted in 2 years,19,5,5,5,3,5,4,4,4,4,4,4,5,5,2,4,4,4,4,3,,S1235,43.68231138,-79.41848892,311356.277,4837820.62
1279296,4169241,2017,2018,1928,PRIVATE,12,Toronto-St. Paul's,42 VAUGHAN RD,3,15,2019-03-14,77,Evaluation needs to be conducted in 2 years,14,4,4,5,4,,4,,4,,,4,4,2,4,4,4,4,3,,,S1235,43.68218998,-79.41950116,311274.675,4837807.056
1279297,4155302,2017,2018,1974,PRIVATE,3,Etobicoke-Lakeshore,52 MABELLE AVE,22,310,2019-03-14,69,Evaluation needs to be conducted in 2 years,19,4,4,3,2,3,4,3,4,5,3,3,3,3,4,4,4,4,3,3,,W0321,43.64640294,-79.5294507,302408.377,4833828.787
1279298,4152841,2017,2018,1965,PRIVATE,25,Scarborough-Rouge Park,217 MORNINGSIDE AVE,9,110,2019-03-14,68,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,3,4,3,3,,4,4,5,3,3,4,3,3,,3,E2537,43.76667852,-79.18464464,330174.271,4847238.274
1279299,4153919,,2018,1928,PRIVATE,12,Toronto-St. Paul's,7 WALMSLEY BLVD,4,15,2019-03-14,79,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,3,,4,,4,4,4,5,4,3,3,,4,4,,S1232,43.69266393,-79.39732594,313061.182,4838972.671
1279300,4153905,2017,2018,1962,PRIVATE,12,Toronto-St. Paul's,30 THELMA AVE,3,32,2019-03-14,67,Evaluation needs to be conducted in 2 years,19,3,3,4,4,3,3,4,3,3,3,3,3,5,4,4,4,3,3,2,,S1231,43.68999663,-79.41150264,311918.458,4838676.016
1279301,4155245,2017,2018,1965,PRIVATE,3,Etobicoke-Lakeshore,177 BERRY RD,4,23,2019-03-14,72,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,3,,4,,3,4,3,5,3,4,4,4,2,3,,W0329,43.63682198,-79.48921584,305654.469,4832763.96
1279302,4154593,2017,2018,1958,PRIVATE,6,York Centre,3888 BATHURST ST,3,31,2019-03-13,82,Evaluation needs to be conducted in 2 years,18,4,5,4,4,4,4,,4,4,3,4,4,5,4,4,4,4,5,4,,N0629,43.74283925,-79.43586736,309950.049,4844543.753
1279303,4231973,2017,2018,1960,PRIVATE,6,York Centre,1 CANYON AVE,18,202,2019-03-13,78,Evaluation needs to be conducted in 2 years,19,4,4,4,5,3,5,4,4,4,3,5,4,3,3,4,4,4,4,3,,N0624,43.75650969,-79.43675035,309877.805,4846062.436
1279304,4155644,2017,2018,1957,TCHC,8,Eglinton-Lawrence,87 AMARANTH CRT,4,30,2019-03-13,74,Evaluation needs to be conducted in 2 years,16,3,4,5,3,4,3,,3,,,4,3,4,4,4,4,,4,3,4,N0823,43.72044462,-79.44680337,309070.52,4842056.181
1279305,4154954,2017,2018,1933,PRIVATE,12,Toronto-St. Paul's,1510 BATHURST ST,4,24,2019-03-13,66,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,4,,4,,3,3,3,4,3,3,3,,4,3,,S1229,43.68454592,-79.41920181,311298.563,4838068.827
1279306,4154953,2017,2018,1959,PRIVATE,12,Toronto-St. Paul's,1516 BATHURST ST,6,42,2019-03-13,68,Evaluation needs to be conducted in 2 years,18,3,3,4,4,3,4,,4,4,2,3,3,5,3,3,3,4,4,2,,S1229,43.68476129,-79.41931836,311289.144,4838092.746
1279307,4155308,2017,2018,1959,PRIVATE,3,Etobicoke-Lakeshore,24 BURNHAMTHORPE RD,5,42,2019-03-13,67,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,4,,3,4,3,3,3,5,3,3,3,4,2,4,,W0321,43.64843031,-79.5307642,302302.494,4834054.061
1279308,4154952,2017,2018,1932,PRIVATE,12,Toronto-St. Paul's,1520 BATHURST ST,4,24,2019-03-13,87,Evaluation needs to be conducted in 3 years,14,5,5,4,4,4,5,,4,,,4,5,5,4,4,4,,4,,,S1229,43.6849626,-79.41945657,311277.98,4838115.101
